"domain_1"	"domain_2"	"slot_1"	"slot_2"	"value"
"Movies_1"	"RideSharing_1"	"show_type"	"destination"	"n"
"Movies_1"	"RideSharing_1"	"show_type"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"show_type"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"show_type"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"show_type"	"number_of_riders"	"n"
"Movies_1"	"RideSharing_1"	"theater_name"	"destination"	"n"
"Movies_1"	"RideSharing_1"	"theater_name"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"theater_name"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"theater_name"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"theater_name"	"number_of_riders"	"n"
"Movies_1"	"RideSharing_1"	"show_time"	"destination"	"n"
"Movies_1"	"RideSharing_1"	"show_time"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"show_time"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"show_time"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"show_time"	"number_of_riders"	"n"
"Movies_1"	"RideSharing_1"	"show_date"	"destination"	"n"
"Movies_1"	"RideSharing_1"	"show_date"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"show_date"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"show_date"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"show_date"	"number_of_riders"	"n"
"Movies_1"	"RideSharing_1"	"genre"	"destination"	"n"
"Movies_1"	"RideSharing_1"	"genre"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"genre"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"genre"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"genre"	"number_of_riders"	"n"
"Movies_1"	"RideSharing_1"	"street_address"	"destination"	"y"
"Movies_1"	"RideSharing_1"	"street_address"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"street_address"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"street_address"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"street_address"	"number_of_riders"	"n"
"Movies_1"	"RideSharing_1"	"location"	"destination"	"n"
"Movies_1"	"RideSharing_1"	"location"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"location"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"location"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"location"	"number_of_riders"	"n"
"Movies_1"	"RideSharing_1"	"movie_name"	"destination"	"n"
"Movies_1"	"RideSharing_1"	"movie_name"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"movie_name"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"movie_name"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"movie_name"	"number_of_riders"	"n"
"Events_2"	"Music_1"	"event_type"	"song_name"	"n"
"Events_2"	"Music_1"	"event_type"	"artist"	"n"
"Events_2"	"Music_1"	"event_type"	"album"	"n"
"Events_2"	"Music_1"	"event_type"	"genre"	"n"
"Events_2"	"Music_1"	"event_type"	"year"	"n"
"Events_2"	"Music_1"	"event_type"	"playback_device"	"n"
"Events_2"	"Music_1"	"category"	"song_name"	"n"
"Events_2"	"Music_1"	"category"	"artist"	"n"
"Events_2"	"Music_1"	"category"	"album"	"n"
"Events_2"	"Music_1"	"category"	"genre"	"n"
"Events_2"	"Music_1"	"category"	"year"	"n"
"Events_2"	"Music_1"	"category"	"playback_device"	"n"
"Events_2"	"Music_1"	"event_name"	"song_name"	"n"
"Events_2"	"Music_1"	"event_name"	"artist"	"n"
"Events_2"	"Music_1"	"event_name"	"album"	"n"
"Events_2"	"Music_1"	"event_name"	"genre"	"n"
"Events_2"	"Music_1"	"event_name"	"year"	"n"
"Events_2"	"Music_1"	"event_name"	"playback_device"	"n"
"Events_2"	"Music_1"	"date"	"song_name"	"n"
"Events_2"	"Music_1"	"date"	"artist"	"n"
"Events_2"	"Music_1"	"date"	"album"	"n"
"Events_2"	"Music_1"	"date"	"genre"	"n"
"Events_2"	"Music_1"	"date"	"year"	"n"
"Events_2"	"Music_1"	"date"	"playback_device"	"n"
"Events_2"	"Music_1"	"time"	"song_name"	"n"
"Events_2"	"Music_1"	"time"	"artist"	"n"
"Events_2"	"Music_1"	"time"	"album"	"n"
"Events_2"	"Music_1"	"time"	"genre"	"n"
"Events_2"	"Music_1"	"time"	"year"	"n"
"Events_2"	"Music_1"	"time"	"playback_device"	"n"
"Events_2"	"Music_1"	"number_of_tickets"	"song_name"	"n"
"Events_2"	"Music_1"	"number_of_tickets"	"artist"	"n"
"Events_2"	"Music_1"	"number_of_tickets"	"album"	"n"
"Events_2"	"Music_1"	"number_of_tickets"	"genre"	"n"
"Events_2"	"Music_1"	"number_of_tickets"	"year"	"n"
"Events_2"	"Music_1"	"number_of_tickets"	"playback_device"	"n"
"Events_2"	"Music_1"	"city"	"song_name"	"n"
"Events_2"	"Music_1"	"city"	"artist"	"n"
"Events_2"	"Music_1"	"city"	"album"	"n"
"Events_2"	"Music_1"	"city"	"genre"	"n"
"Events_2"	"Music_1"	"city"	"year"	"n"
"Events_2"	"Music_1"	"city"	"playback_device"	"n"
"Events_2"	"Music_1"	"venue"	"song_name"	"n"
"Events_2"	"Music_1"	"venue"	"artist"	"n"
"Events_2"	"Music_1"	"venue"	"album"	"n"
"Events_2"	"Music_1"	"venue"	"genre"	"n"
"Events_2"	"Music_1"	"venue"	"year"	"n"
"Events_2"	"Music_1"	"venue"	"playback_device"	"n"
"Events_2"	"Music_1"	"venue_address"	"song_name"	"n"
"Events_2"	"Music_1"	"venue_address"	"artist"	"n"
"Events_2"	"Music_1"	"venue_address"	"album"	"n"
"Events_2"	"Music_1"	"venue_address"	"genre"	"n"
"Events_2"	"Music_1"	"venue_address"	"year"	"n"
"Events_2"	"Music_1"	"venue_address"	"playback_device"	"n"
"RentalCars_1"	"Travel_1"	"type"	"location"	"n"
"RentalCars_1"	"Travel_1"	"type"	"attraction_name"	"n"
"RentalCars_1"	"Travel_1"	"type"	"category"	"n"
"RentalCars_1"	"Travel_1"	"type"	"phone_number"	"n"
"RentalCars_1"	"Travel_1"	"type"	"free_entry"	"n"
"RentalCars_1"	"Travel_1"	"type"	"good_for_kids"	"n"
"RentalCars_1"	"Travel_1"	"car_name"	"location"	"n"
"RentalCars_1"	"Travel_1"	"car_name"	"attraction_name"	"n"
"RentalCars_1"	"Travel_1"	"car_name"	"category"	"n"
"RentalCars_1"	"Travel_1"	"car_name"	"phone_number"	"n"
"RentalCars_1"	"Travel_1"	"car_name"	"free_entry"	"n"
"RentalCars_1"	"Travel_1"	"car_name"	"good_for_kids"	"n"
"RentalCars_1"	"Travel_1"	"pickup_location"	"location"	"n"
"RentalCars_1"	"Travel_1"	"pickup_location"	"attraction_name"	"n"
"RentalCars_1"	"Travel_1"	"pickup_location"	"category"	"n"
"RentalCars_1"	"Travel_1"	"pickup_location"	"phone_number"	"n"
"RentalCars_1"	"Travel_1"	"pickup_location"	"free_entry"	"n"
"RentalCars_1"	"Travel_1"	"pickup_location"	"good_for_kids"	"n"
"RentalCars_1"	"Travel_1"	"pickup_date"	"location"	"n"
"RentalCars_1"	"Travel_1"	"pickup_date"	"attraction_name"	"n"
"RentalCars_1"	"Travel_1"	"pickup_date"	"category"	"n"
"RentalCars_1"	"Travel_1"	"pickup_date"	"phone_number"	"n"
"RentalCars_1"	"Travel_1"	"pickup_date"	"free_entry"	"n"
"RentalCars_1"	"Travel_1"	"pickup_date"	"good_for_kids"	"n"
"RentalCars_1"	"Travel_1"	"pickup_time"	"location"	"n"
"RentalCars_1"	"Travel_1"	"pickup_time"	"attraction_name"	"n"
"RentalCars_1"	"Travel_1"	"pickup_time"	"category"	"n"
"RentalCars_1"	"Travel_1"	"pickup_time"	"phone_number"	"n"
"RentalCars_1"	"Travel_1"	"pickup_time"	"free_entry"	"n"
"RentalCars_1"	"Travel_1"	"pickup_time"	"good_for_kids"	"n"
"RentalCars_1"	"Travel_1"	"pickup_city"	"location"	"y"
"RentalCars_1"	"Travel_1"	"pickup_city"	"attraction_name"	"n"
"RentalCars_1"	"Travel_1"	"pickup_city"	"category"	"n"
"RentalCars_1"	"Travel_1"	"pickup_city"	"phone_number"	"n"
"RentalCars_1"	"Travel_1"	"pickup_city"	"free_entry"	"n"
"RentalCars_1"	"Travel_1"	"pickup_city"	"good_for_kids"	"n"
"RentalCars_1"	"Travel_1"	"dropoff_date"	"location"	"n"
"RentalCars_1"	"Travel_1"	"dropoff_date"	"attraction_name"	"n"
"RentalCars_1"	"Travel_1"	"dropoff_date"	"category"	"n"
"RentalCars_1"	"Travel_1"	"dropoff_date"	"phone_number"	"n"
"RentalCars_1"	"Travel_1"	"dropoff_date"	"free_entry"	"n"
"RentalCars_1"	"Travel_1"	"dropoff_date"	"good_for_kids"	"n"
"RentalCars_1"	"Travel_1"	"total_price"	"location"	"n"
"RentalCars_1"	"Travel_1"	"total_price"	"attraction_name"	"n"
"RentalCars_1"	"Travel_1"	"total_price"	"category"	"n"
"RentalCars_1"	"Travel_1"	"total_price"	"phone_number"	"n"
"RentalCars_1"	"Travel_1"	"total_price"	"free_entry"	"n"
"RentalCars_1"	"Travel_1"	"total_price"	"good_for_kids"	"n"
"Events_2"	"RentalCars_1"	"event_type"	"type"	"n"
"Events_2"	"RentalCars_1"	"event_type"	"car_name"	"n"
"Events_2"	"RentalCars_1"	"event_type"	"pickup_location"	"n"
"Events_2"	"RentalCars_1"	"event_type"	"pickup_date"	"n"
"Events_2"	"RentalCars_1"	"event_type"	"pickup_time"	"n"
"Events_2"	"RentalCars_1"	"event_type"	"pickup_city"	"n"
"Events_2"	"RentalCars_1"	"event_type"	"dropoff_date"	"n"
"Events_2"	"RentalCars_1"	"event_type"	"total_price"	"n"
"Events_2"	"RentalCars_1"	"category"	"type"	"n"
"Events_2"	"RentalCars_1"	"category"	"car_name"	"n"
"Events_2"	"RentalCars_1"	"category"	"pickup_location"	"n"
"Events_2"	"RentalCars_1"	"category"	"pickup_date"	"n"
"Events_2"	"RentalCars_1"	"category"	"pickup_time"	"n"
"Events_2"	"RentalCars_1"	"category"	"pickup_city"	"n"
"Events_2"	"RentalCars_1"	"category"	"dropoff_date"	"n"
"Events_2"	"RentalCars_1"	"category"	"total_price"	"n"
"Events_2"	"RentalCars_1"	"event_name"	"type"	"n"
"Events_2"	"RentalCars_1"	"event_name"	"car_name"	"n"
"Events_2"	"RentalCars_1"	"event_name"	"pickup_location"	"n"
"Events_2"	"RentalCars_1"	"event_name"	"pickup_date"	"n"
"Events_2"	"RentalCars_1"	"event_name"	"pickup_time"	"n"
"Events_2"	"RentalCars_1"	"event_name"	"pickup_city"	"n"
"Events_2"	"RentalCars_1"	"event_name"	"dropoff_date"	"n"
"Events_2"	"RentalCars_1"	"event_name"	"total_price"	"n"
"Events_2"	"RentalCars_1"	"date"	"type"	"n"
"Events_2"	"RentalCars_1"	"date"	"car_name"	"n"
"Events_2"	"RentalCars_1"	"date"	"pickup_location"	"n"
"Events_2"	"RentalCars_1"	"date"	"pickup_date"	"y"
"Events_2"	"RentalCars_1"	"date"	"pickup_time"	"n"
"Events_2"	"RentalCars_1"	"date"	"pickup_city"	"n"
"Events_2"	"RentalCars_1"	"date"	"dropoff_date"	"n"
"Events_2"	"RentalCars_1"	"date"	"total_price"	"n"
"Events_2"	"RentalCars_1"	"time"	"type"	"n"
"Events_2"	"RentalCars_1"	"time"	"car_name"	"n"
"Events_2"	"RentalCars_1"	"time"	"pickup_location"	"n"
"Events_2"	"RentalCars_1"	"time"	"pickup_date"	"n"
"Events_2"	"RentalCars_1"	"time"	"pickup_time"	"n"
"Events_2"	"RentalCars_1"	"time"	"pickup_city"	"n"
"Events_2"	"RentalCars_1"	"time"	"dropoff_date"	"n"
"Events_2"	"RentalCars_1"	"time"	"total_price"	"n"
"Events_2"	"RentalCars_1"	"number_of_tickets"	"type"	"n"
"Events_2"	"RentalCars_1"	"number_of_tickets"	"car_name"	"n"
"Events_2"	"RentalCars_1"	"number_of_tickets"	"pickup_location"	"n"
"Events_2"	"RentalCars_1"	"number_of_tickets"	"pickup_date"	"n"
"Events_2"	"RentalCars_1"	"number_of_tickets"	"pickup_time"	"n"
"Events_2"	"RentalCars_1"	"number_of_tickets"	"pickup_city"	"n"
"Events_2"	"RentalCars_1"	"number_of_tickets"	"dropoff_date"	"n"
"Events_2"	"RentalCars_1"	"number_of_tickets"	"total_price"	"n"
"Events_2"	"RentalCars_1"	"city"	"type"	"n"
"Events_2"	"RentalCars_1"	"city"	"car_name"	"n"
"Events_2"	"RentalCars_1"	"city"	"pickup_location"	"n"
"Events_2"	"RentalCars_1"	"city"	"pickup_date"	"n"
"Events_2"	"RentalCars_1"	"city"	"pickup_time"	"n"
"Events_2"	"RentalCars_1"	"city"	"pickup_city"	"n"
"Events_2"	"RentalCars_1"	"city"	"dropoff_date"	"n"
"Events_2"	"RentalCars_1"	"city"	"total_price"	"n"
"Events_2"	"RentalCars_1"	"venue"	"type"	"n"
"Events_2"	"RentalCars_1"	"venue"	"car_name"	"n"
"Events_2"	"RentalCars_1"	"venue"	"pickup_location"	"n"
"Events_2"	"RentalCars_1"	"venue"	"pickup_date"	"n"
"Events_2"	"RentalCars_1"	"venue"	"pickup_time"	"n"
"Events_2"	"RentalCars_1"	"venue"	"pickup_city"	"n"
"Events_2"	"RentalCars_1"	"venue"	"dropoff_date"	"n"
"Events_2"	"RentalCars_1"	"venue"	"total_price"	"n"
"Events_2"	"RentalCars_1"	"venue_address"	"type"	"n"
"Events_2"	"RentalCars_1"	"venue_address"	"car_name"	"n"
"Events_2"	"RentalCars_1"	"venue_address"	"pickup_location"	"n"
"Events_2"	"RentalCars_1"	"venue_address"	"pickup_date"	"n"
"Events_2"	"RentalCars_1"	"venue_address"	"pickup_time"	"n"
"Events_2"	"RentalCars_1"	"venue_address"	"pickup_city"	"n"
"Events_2"	"RentalCars_1"	"venue_address"	"dropoff_date"	"n"
"Events_2"	"RentalCars_1"	"venue_address"	"total_price"	"n"
"Events_2"	"Travel_1"	"event_type"	"location"	"n"
"Events_2"	"Travel_1"	"event_type"	"attraction_name"	"n"
"Events_2"	"Travel_1"	"event_type"	"category"	"n"
"Events_2"	"Travel_1"	"event_type"	"phone_number"	"n"
"Events_2"	"Travel_1"	"event_type"	"free_entry"	"n"
"Events_2"	"Travel_1"	"event_type"	"good_for_kids"	"n"
"Events_2"	"Travel_1"	"category"	"location"	"n"
"Events_2"	"Travel_1"	"category"	"attraction_name"	"n"
"Events_2"	"Travel_1"	"category"	"category"	"n"
"Events_2"	"Travel_1"	"category"	"phone_number"	"n"
"Events_2"	"Travel_1"	"category"	"free_entry"	"n"
"Events_2"	"Travel_1"	"category"	"good_for_kids"	"n"
"Events_2"	"Travel_1"	"event_name"	"location"	"n"
"Events_2"	"Travel_1"	"event_name"	"attraction_name"	"n"
"Events_2"	"Travel_1"	"event_name"	"category"	"n"
"Events_2"	"Travel_1"	"event_name"	"phone_number"	"n"
"Events_2"	"Travel_1"	"event_name"	"free_entry"	"n"
"Events_2"	"Travel_1"	"event_name"	"good_for_kids"	"n"
"Events_2"	"Travel_1"	"date"	"location"	"n"
"Events_2"	"Travel_1"	"date"	"attraction_name"	"n"
"Events_2"	"Travel_1"	"date"	"category"	"n"
"Events_2"	"Travel_1"	"date"	"phone_number"	"n"
"Events_2"	"Travel_1"	"date"	"free_entry"	"n"
"Events_2"	"Travel_1"	"date"	"good_for_kids"	"n"
"Events_2"	"Travel_1"	"time"	"location"	"n"
"Events_2"	"Travel_1"	"time"	"attraction_name"	"n"
"Events_2"	"Travel_1"	"time"	"category"	"n"
"Events_2"	"Travel_1"	"time"	"phone_number"	"n"
"Events_2"	"Travel_1"	"time"	"free_entry"	"n"
"Events_2"	"Travel_1"	"time"	"good_for_kids"	"n"
"Events_2"	"Travel_1"	"number_of_tickets"	"location"	"n"
"Events_2"	"Travel_1"	"number_of_tickets"	"attraction_name"	"n"
"Events_2"	"Travel_1"	"number_of_tickets"	"category"	"n"
"Events_2"	"Travel_1"	"number_of_tickets"	"phone_number"	"n"
"Events_2"	"Travel_1"	"number_of_tickets"	"free_entry"	"n"
"Events_2"	"Travel_1"	"number_of_tickets"	"good_for_kids"	"n"
"Events_2"	"Travel_1"	"city"	"location"	"y"
"Events_2"	"Travel_1"	"city"	"attraction_name"	"n"
"Events_2"	"Travel_1"	"city"	"category"	"n"
"Events_2"	"Travel_1"	"city"	"phone_number"	"n"
"Events_2"	"Travel_1"	"city"	"free_entry"	"n"
"Events_2"	"Travel_1"	"city"	"good_for_kids"	"n"
"Events_2"	"Travel_1"	"venue"	"location"	"n"
"Events_2"	"Travel_1"	"venue"	"attraction_name"	"n"
"Events_2"	"Travel_1"	"venue"	"category"	"n"
"Events_2"	"Travel_1"	"venue"	"phone_number"	"n"
"Events_2"	"Travel_1"	"venue"	"free_entry"	"n"
"Events_2"	"Travel_1"	"venue"	"good_for_kids"	"n"
"Events_2"	"Travel_1"	"venue_address"	"location"	"n"
"Events_2"	"Travel_1"	"venue_address"	"attraction_name"	"n"
"Events_2"	"Travel_1"	"venue_address"	"category"	"n"
"Events_2"	"Travel_1"	"venue_address"	"phone_number"	"n"
"Events_2"	"Travel_1"	"venue_address"	"free_entry"	"n"
"Events_2"	"Travel_1"	"venue_address"	"good_for_kids"	"n"
"RideSharing_2"	"Weather_1"	"destination"	"precipitation"	"n"
"RideSharing_2"	"Weather_1"	"destination"	"humidity"	"n"
"RideSharing_2"	"Weather_1"	"destination"	"wind"	"n"
"RideSharing_2"	"Weather_1"	"destination"	"temperature"	"n"
"RideSharing_2"	"Weather_1"	"destination"	"city"	"n"
"RideSharing_2"	"Weather_1"	"destination"	"date"	"n"
"RideSharing_2"	"Weather_1"	"ride_type"	"precipitation"	"n"
"RideSharing_2"	"Weather_1"	"ride_type"	"humidity"	"n"
"RideSharing_2"	"Weather_1"	"ride_type"	"wind"	"n"
"RideSharing_2"	"Weather_1"	"ride_type"	"temperature"	"n"
"RideSharing_2"	"Weather_1"	"ride_type"	"city"	"n"
"RideSharing_2"	"Weather_1"	"ride_type"	"date"	"n"
"RideSharing_2"	"Weather_1"	"ride_fare"	"precipitation"	"n"
"RideSharing_2"	"Weather_1"	"ride_fare"	"humidity"	"n"
"RideSharing_2"	"Weather_1"	"ride_fare"	"wind"	"n"
"RideSharing_2"	"Weather_1"	"ride_fare"	"temperature"	"n"
"RideSharing_2"	"Weather_1"	"ride_fare"	"city"	"n"
"RideSharing_2"	"Weather_1"	"ride_fare"	"date"	"n"
"RideSharing_2"	"Weather_1"	"wait_time"	"precipitation"	"n"
"RideSharing_2"	"Weather_1"	"wait_time"	"humidity"	"n"
"RideSharing_2"	"Weather_1"	"wait_time"	"wind"	"n"
"RideSharing_2"	"Weather_1"	"wait_time"	"temperature"	"n"
"RideSharing_2"	"Weather_1"	"wait_time"	"city"	"n"
"RideSharing_2"	"Weather_1"	"wait_time"	"date"	"n"
"RideSharing_2"	"Weather_1"	"number_of_seats"	"precipitation"	"n"
"RideSharing_2"	"Weather_1"	"number_of_seats"	"humidity"	"n"
"RideSharing_2"	"Weather_1"	"number_of_seats"	"wind"	"n"
"RideSharing_2"	"Weather_1"	"number_of_seats"	"temperature"	"n"
"RideSharing_2"	"Weather_1"	"number_of_seats"	"city"	"n"
"RideSharing_2"	"Weather_1"	"number_of_seats"	"date"	"n"
"Events_1"	"Flights_2"	"category"	"passengers"	"n"
"Events_1"	"Flights_2"	"category"	"seating_class"	"n"
"Events_1"	"Flights_2"	"category"	"origin"	"n"
"Events_1"	"Flights_2"	"category"	"destination"	"n"
"Events_1"	"Flights_2"	"category"	"origin_airport"	"n"
"Events_1"	"Flights_2"	"category"	"destination_airport"	"n"
"Events_1"	"Flights_2"	"category"	"departure_date"	"n"
"Events_1"	"Flights_2"	"category"	"return_date"	"n"
"Events_1"	"Flights_2"	"category"	"number_stops"	"n"
"Events_1"	"Flights_2"	"category"	"outbound_departure_time"	"n"
"Events_1"	"Flights_2"	"category"	"outbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"category"	"inbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"category"	"inbound_departure_time"	"n"
"Events_1"	"Flights_2"	"category"	"fare"	"n"
"Events_1"	"Flights_2"	"category"	"is_redeye"	"n"
"Events_1"	"Flights_2"	"category"	"airlines"	"n"
"Events_1"	"Flights_2"	"subcategory"	"passengers"	"n"
"Events_1"	"Flights_2"	"subcategory"	"seating_class"	"n"
"Events_1"	"Flights_2"	"subcategory"	"origin"	"n"
"Events_1"	"Flights_2"	"subcategory"	"destination"	"n"
"Events_1"	"Flights_2"	"subcategory"	"origin_airport"	"n"
"Events_1"	"Flights_2"	"subcategory"	"destination_airport"	"n"
"Events_1"	"Flights_2"	"subcategory"	"departure_date"	"n"
"Events_1"	"Flights_2"	"subcategory"	"return_date"	"n"
"Events_1"	"Flights_2"	"subcategory"	"number_stops"	"n"
"Events_1"	"Flights_2"	"subcategory"	"outbound_departure_time"	"n"
"Events_1"	"Flights_2"	"subcategory"	"outbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"subcategory"	"inbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"subcategory"	"inbound_departure_time"	"n"
"Events_1"	"Flights_2"	"subcategory"	"fare"	"n"
"Events_1"	"Flights_2"	"subcategory"	"is_redeye"	"n"
"Events_1"	"Flights_2"	"subcategory"	"airlines"	"n"
"Events_1"	"Flights_2"	"event_name"	"passengers"	"n"
"Events_1"	"Flights_2"	"event_name"	"seating_class"	"n"
"Events_1"	"Flights_2"	"event_name"	"origin"	"n"
"Events_1"	"Flights_2"	"event_name"	"destination"	"n"
"Events_1"	"Flights_2"	"event_name"	"origin_airport"	"n"
"Events_1"	"Flights_2"	"event_name"	"destination_airport"	"n"
"Events_1"	"Flights_2"	"event_name"	"departure_date"	"n"
"Events_1"	"Flights_2"	"event_name"	"return_date"	"n"
"Events_1"	"Flights_2"	"event_name"	"number_stops"	"n"
"Events_1"	"Flights_2"	"event_name"	"outbound_departure_time"	"n"
"Events_1"	"Flights_2"	"event_name"	"outbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"event_name"	"inbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"event_name"	"inbound_departure_time"	"n"
"Events_1"	"Flights_2"	"event_name"	"fare"	"n"
"Events_1"	"Flights_2"	"event_name"	"is_redeye"	"n"
"Events_1"	"Flights_2"	"event_name"	"airlines"	"n"
"Events_1"	"Flights_2"	"date"	"passengers"	"n"
"Events_1"	"Flights_2"	"date"	"seating_class"	"n"
"Events_1"	"Flights_2"	"date"	"origin"	"n"
"Events_1"	"Flights_2"	"date"	"destination"	"n"
"Events_1"	"Flights_2"	"date"	"origin_airport"	"n"
"Events_1"	"Flights_2"	"date"	"destination_airport"	"n"
"Events_1"	"Flights_2"	"date"	"departure_date"	"n"
"Events_1"	"Flights_2"	"date"	"return_date"	"n"
"Events_1"	"Flights_2"	"date"	"number_stops"	"n"
"Events_1"	"Flights_2"	"date"	"outbound_departure_time"	"n"
"Events_1"	"Flights_2"	"date"	"outbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"date"	"inbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"date"	"inbound_departure_time"	"n"
"Events_1"	"Flights_2"	"date"	"fare"	"n"
"Events_1"	"Flights_2"	"date"	"is_redeye"	"n"
"Events_1"	"Flights_2"	"date"	"airlines"	"n"
"Events_1"	"Flights_2"	"time"	"passengers"	"n"
"Events_1"	"Flights_2"	"time"	"seating_class"	"n"
"Events_1"	"Flights_2"	"time"	"origin"	"n"
"Events_1"	"Flights_2"	"time"	"destination"	"n"
"Events_1"	"Flights_2"	"time"	"origin_airport"	"n"
"Events_1"	"Flights_2"	"time"	"destination_airport"	"n"
"Events_1"	"Flights_2"	"time"	"departure_date"	"n"
"Events_1"	"Flights_2"	"time"	"return_date"	"n"
"Events_1"	"Flights_2"	"time"	"number_stops"	"n"
"Events_1"	"Flights_2"	"time"	"outbound_departure_time"	"n"
"Events_1"	"Flights_2"	"time"	"outbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"time"	"inbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"time"	"inbound_departure_time"	"n"
"Events_1"	"Flights_2"	"time"	"fare"	"n"
"Events_1"	"Flights_2"	"time"	"is_redeye"	"n"
"Events_1"	"Flights_2"	"time"	"airlines"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"passengers"	"y"
"Events_1"	"Flights_2"	"number_of_seats"	"seating_class"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"origin"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"destination"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"origin_airport"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"destination_airport"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"departure_date"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"return_date"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"number_stops"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"outbound_departure_time"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"outbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"inbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"inbound_departure_time"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"fare"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"is_redeye"	"n"
"Events_1"	"Flights_2"	"number_of_seats"	"airlines"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"passengers"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"seating_class"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"origin"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"destination"	"y"
"Events_1"	"Flights_2"	"city_of_event"	"origin_airport"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"destination_airport"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"departure_date"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"return_date"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"number_stops"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"outbound_departure_time"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"outbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"inbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"inbound_departure_time"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"fare"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"is_redeye"	"n"
"Events_1"	"Flights_2"	"city_of_event"	"airlines"	"n"
"Events_1"	"Flights_2"	"event_location"	"passengers"	"n"
"Events_1"	"Flights_2"	"event_location"	"seating_class"	"n"
"Events_1"	"Flights_2"	"event_location"	"origin"	"n"
"Events_1"	"Flights_2"	"event_location"	"destination"	"n"
"Events_1"	"Flights_2"	"event_location"	"origin_airport"	"n"
"Events_1"	"Flights_2"	"event_location"	"destination_airport"	"n"
"Events_1"	"Flights_2"	"event_location"	"departure_date"	"n"
"Events_1"	"Flights_2"	"event_location"	"return_date"	"n"
"Events_1"	"Flights_2"	"event_location"	"number_stops"	"n"
"Events_1"	"Flights_2"	"event_location"	"outbound_departure_time"	"n"
"Events_1"	"Flights_2"	"event_location"	"outbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"event_location"	"inbound_arrival_time"	"n"
"Events_1"	"Flights_2"	"event_location"	"inbound_departure_time"	"n"
